Champion,Runes
ashe,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LethalTempo/LethalTempoTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/PresenceOfMind/PresenceOfMind.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CutDown/CutDown.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Resolve/ApproachVelocity/ApproachVelocity.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LethalTempo/LethalTempoTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/PresenceOfMind/PresenceOfMind.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CutDown/CutDown.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Resolve/ApproachVelocity/ApproachVelocity.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp"
aurelionsol,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ArcaneComet/ArcaneComet.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/AbsoluteFocus/AbsoluteFocus.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ArcaneComet/ArcaneComet.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/AbsoluteFocus/AbsoluteFocus.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
aurora,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/Electrocute/Electrocute.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/SuddenImpact/SuddenImpact.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/GrislyMementos/GrislyMementos.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/UltimateHunter/UltimateHunter.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/Electrocute/Electrocute.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/SuddenImpact/SuddenImpact.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/GrislyMementos/GrislyMementos.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/UltimateHunter/UltimateHunter.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp"
azir,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LethalTempo/LethalTempoTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/PresenceOfMind/PresenceOfMind.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CutDown/CutDown.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LethalTempo/LethalTempoTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/PresenceOfMind/PresenceOfMind.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CutDown/CutDown.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
bard,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/Electrocute/Electrocute.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/CheapShot/CheapShot.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/DeepWard/DeepWard.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/TreasureHunter/TreasureHunter.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/Electrocute/Electrocute.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/CheapShot/CheapShot.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/DeepWard/DeepWard.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/TreasureHunter/TreasureHunter.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
belveth,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Conqueror/Conqueror.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CoupDeGrace/CoupDeGrace.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/SuddenImpact/SuddenImpact.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/RelentlessHunter/RelentlessHunter.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Conqueror/Conqueror.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CoupDeGrace/CoupDeGrace.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/SuddenImpact/SuddenImpact.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/RelentlessHunter/RelentlessHunter.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp"
blitzcrank,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/GlacialAugment/GlacialAugment.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/HextechFlashtraption/HextechFlashtraption.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/NimbusCloak/6361.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Celerity/CelerityTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsCDRScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsMovementSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/GlacialAugment/GlacialAugment.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/HextechFlashtraption/HextechFlashtraption.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/NimbusCloak/6361.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Celerity/CelerityTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsCDRScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsMovementSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp"
brand,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ArcaneComet/ArcaneComet.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Transcendence/Transcendence.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsCDRScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ArcaneComet/ArcaneComet.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Transcendence/Transcendence.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsCDRScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
braum,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/UnsealedSpellbook/UnsealedSpellbook.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Resolve/SecondWind/SecondWind.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Unflinching/Unflinching.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/UnsealedSpellbook/UnsealedSpellbook.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Resolve/SecondWind/SecondWind.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Unflinching/Unflinching.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
briar,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/PressTheAttack/PressTheAttack.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CoupDeGrace/CoupDeGrace.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/SuddenImpact/SuddenImpact.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/TreasureHunter/TreasureHunter.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/PressTheAttack/PressTheAttack.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CoupDeGrace/CoupDeGrace.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/SuddenImpact/SuddenImpact.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/TreasureHunter/TreasureHunter.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
caitlyn,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/FirstStrike/FirstStrike.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/AbsoluteFocus/AbsoluteFocus.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/GatheringStorm/GatheringStorm.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/FirstStrike/FirstStrike.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/AbsoluteFocus/AbsoluteFocus.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/GatheringStorm/GatheringStorm.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
